,HS06,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator
,count,sum,min,mean,median,max,std,sum,min,mean,median,max,std,sum,min,mean,median,max,std
HS04,,,,,,,,,,,,,,,,,,,
5803,2,4,1,2.0,2.0,3,1.4142135623730951,30,7,15.0,15.0,23,11.313708498984761,6.333333333333334,2.3333333333333335,3.166666666666667,3.166666666666667,4.0,1.1785113019775788
5804,103,380,1,3.6893203883495147,3.0,11,2.1512838219582866,2418,3,23.475728155339805,21.0,79,13.612886527538913,164.6345238095238,1.0,1.5983934350439206,1.5,3.5,0.5200453812568568
5805,2,5,2,2.5,2.5,3,0.7071067811865476,30,12,15.0,15.0,18,4.242640687119285,2.0,1.0,1.0,1.0,1.0,0.0
5806,73,230,1,3.1506849315068495,3.0,9,1.5694233979812133,1410,6,19.315068493150687,17.0,50,8.959595589101305,111.38690476190476,1.0,1.5258480104370515,1.3333333333333333,5.0,0.7141564444161586
5807,83,321,1,3.8674698795180724,3.0,14,2.278055890968081,2095,4,25.240963855421686,21.0,100,17.785709775839283,133.6027417027417,1.0,1.6096715867800204,1.4285714285714286,9.166666666666666,1.0259487619321688
5808,29,97,1,3.3448275862068964,2.0,11,2.0920916066559787,679,5,23.413793103448278,20.0,50,11.506263019327811,81.01363636363637,1.0,2.7935736677115988,1.8,10.5,3.0931920802050685
5809,1,1,1,1.0,1.0,1,,9,9,9.0,9.0,9,,1.0,1.0,1.0,1.0,1.0,
5810,17,50,1,2.9411764705882355,3.0,7,1.519481335657587,388,10,22.823529411764707,21.0,46,9.375735265284844,28.595238095238095,1.0,1.6820728291316527,1.3333333333333333,4.0,0.9156201964448223
5811,3,8,1,2.6666666666666665,3.0,4,1.5275252316519468,41,5,13.666666666666666,15.0,21,8.082903768654761,3.333333333333333,1.0,1.111111111111111,1.0,1.3333333333333333,0.19245008972987512
5901,26,103,1,3.9615384615384617,3.0,12,2.9594698069859637,644,7,24.76923076923077,18.5,68,16.132718784650507,39.84285714285714,1.0,1.5324175824175823,1.2916666666666665,3.1666666666666665,0.6234743108514135
5902,9,45,2,5.0,6.0,8,2.5,425,9,47.22222222222222,33.0,85,35.248325413336225,21.226190476190474,1.0,2.3584656084656084,1.3333333333333333,4.142857142857143,1.4871240216885389
5903,171,846,1,4.947368421052632,5.0,20,2.8702595863230305,5776,4,33.77777777777778,31.0,124,20.355018972863203,299.8787878787879,1.0,1.7536771220981746,1.6666666666666667,5.0,0.7693392353870802
5904,3,6,1,2.0,2.0,3,1.0,37,8,12.333333333333334,12.0,17,4.509249752822894,6.166666666666667,1.5,2.055555555555556,1.6666666666666667,3.0,0.8221471437193745
5905,5,19,3,3.8,4.0,4,0.447213595499958,121,17,24.2,27.0,28,4.658325879540846,6.75,1.0,1.35,1.25,1.75,0.3791437722025775
5906,64,242,2,3.78125,3.0,7,1.6180406532456335,1618,8,25.28125,26.5,49,11.067568451496987,129.07380952380953,1.0,2.016778273809524,1.6,9.666666666666666,1.3216465898259528
5907,20,74,2,3.7,3.0,11,2.364206776957237,538,10,26.9,18.5,88,20.185716680235476,30.79469696969697,1.0,1.5397348484848485,1.225,3.6666666666666665,0.8080236733647701
5908,9,33,1,3.6666666666666665,4.0,6,1.732050807568877,207,5,23.0,27.0,36,11.258330249197702,14.366666666666667,1.2,1.5962962962962963,1.5,2.3333333333333335,0.35333508035906336
5909,22,94,1,4.2727272727272725,3.0,12,2.831486538431009,574,8,26.09090909090909,21.0,70,16.558436465494506,35.50952380952381,1.0,1.6140692640692642,1.4166666666666665,3.0,0.6344252215833448
5910,81,388,1,4.790123456790123,4.0,17,2.9185443691278543,2411,4,29.765432098765434,26.0,100,18.671684180155168,167.40596135890254,1.0,2.066740263690155,2.0,4.5,0.7772156401707893
5911,168,859,1,5.113095238095238,4.0,24,3.6319038659460956,5445,4,32.410714285714285,26.0,143,22.657124127705128,337.5555212761095,1.0,2.0092590552149376,1.7032967032967032,12.0,1.3726829563834115
6001,13,37,1,2.8461538461538463,3.0,4,0.987096233585649,235,4,18.076923076923077,17.0,33,7.262478209508773,18.583333333333332,1.0,1.4294871794871793,1.0,2.5,0.5811926533301158
6002,4,17,2,4.25,4.0,7,2.217355782608345,109,15,27.25,29.0,36,10.5,7.095238095238095,1.4285714285714286,1.7738095238095237,1.8333333333333335,2.0,0.27868333120761013
6003,11,31,1,2.8181818181818183,2.0,6,1.4709304414677002,189,7,17.181818181818183,12.0,38,10.514924458294331,16.6,1.0,1.5090909090909093,1.5,3.0,0.5970466032602869
6004,3,10,2,3.3333333333333335,2.0,6,2.3094010767585034,69,14,23.0,15.0,40,14.730919862656235,6.0,2.0,2.0,2.0,2.0,0.0
6005,17,58,2,3.411764705882353,3.0,8,1.697749375254331,388,8,22.823529411764707,18.0,53,12.263947641958763,25.083333333333332,1.0,1.4754901960784312,1.3333333333333333,2.5,0.49103482165568607
6006,42,181,1,4.309523809523809,3.5,12,2.654844584474195,1186,7,28.238095238095237,26.0,71,14.83865999441098,74.2422077922078,1.0,1.7676716141001856,1.55,4.5,0.6889758703946097
6101,32,119,1,3.71875,3.0,10,2.260950057230439,698,5,21.8125,20.0,55,10.486358265738366,53.18571428571428,1.0,1.6620535714285714,1.3333333333333333,5.0,0.8726016667974378
6102,25,126,1,5.04,4.0,17,3.552933060632206,728,4,29.12,20.0,104,22.12713266557599,37.51323529411765,1.0,1.500529411764706,1.4,2.375,0.4187928347214174
6103,227,866,1,3.814977973568282,3.0,25,2.8859049246338593,5364,4,23.629955947136565,20.0,149,17.771274960307856,369.7834593837535,1.0,1.6290020237169758,1.5,5.0,0.6408504151331411
6104,351,1385,1,3.9458689458689458,4.0,19,1.8562416021716803,7934,3,22.603988603988604,20.0,105,11.765075971578451,526.444786207944,1.0,1.4998426957491284,1.5,6.0,0.47342003199408517
6105,180,899,1,4.9944444444444445,4.0,25,2.8976916689098453,5212,6,28.955555555555556,26.0,141,17.057190106418624,302.99698606948607,1.0,1.6833165892749227,1.5,4.333333333333333,0.6224564581863626
6106,76,341,1,4.4868421052631575,4.0,11,1.886749734703442,1888,6,24.842105263157894,22.0,85,12.874836057549313,109.32781385281385,1.0,1.4385238664843927,1.3333333333333333,3.0,0.410615420018518
6107,231,875,1,3.787878787878788,4.0,11,1.7651284724841354,4656,5,20.155844155844157,19.0,80,10.410360560599905,358.5476911976912,1.0,1.5521545073493126,1.5,4.0,0.5025050456189233
6108,281,1082,1,3.8505338078291813,4.0,12,1.7745446296452927,6155,3,21.90391459074733,20.0,80,10.418117065606397,471.2190476190476,1.0,1.676936112523301,1.6,5.0,0.6262598143591745
6109,779,3228,1,4.14377406931964,4.0,20,2.4983020723122205,18780,4,24.107830551989732,21.0,100,14.29603205207567,1398.089658299217,1.0,1.794723566494502,1.6666666666666667,11.0,0.8592805258703677
6110,234,779,1,3.3290598290598292,3.0,20,2.1123613225298703,4873,4,20.824786324786324,19.0,115,12.913016396002034,387.64484126984127,1.0,1.6566018857685525,1.5,12.0,0.9273949565465439
6111,322,1027,1,3.18944099378882,3.0,16,1.7680480986279583,5953,6,18.487577639751553,16.0,94,11.533298711150245,455.3233946608947,1.0,1.4140478095058842,1.3229166666666665,6.0,0.5570777941826967
6112,133,442,1,3.3233082706766917,3.0,11,1.889159153106061,2932,8,22.045112781954888,18.0,80,12.865189502457923,220.64935064935065,1.0,1.659017674055268,1.5,7.0,0.8034228998231535
6113,4,15,2,3.75,2.5,8,2.872281323269014,123,18,30.75,18.5,68,24.83780720326709,9.208333333333334,1.5,2.3020833333333335,2.416666666666667,2.875,0.580723327698598
6114,422,1531,1,3.6279620853080567,3.0,19,2.063476097331824,9655,4,22.879146919431278,21.0,78,11.372220653678006,724.1335402901192,1.0,1.7159562566116568,1.5,11.0,1.0593414594971478
6115,258,982,1,3.806201550387597,3.5,18,2.3525051450047565,5501,5,21.32170542635659,19.0,107,13.50922705994857,405.98974832357186,1.0,1.5736036756727592,1.5,5.0,0.5957171124161547
6116,160,642,1,4.0125,3.0,13,2.3011823594779113,4101,6,25.63125,21.0,90,14.90878845749849,270.84955322455323,1.0,1.6928097076534576,1.5,8.0,0.9031248625734836
6117,78,248,1,3.1794871794871793,3.0,16,2.1426018273917786,1521,5,19.5,17.5,91,12.356973949750204,143.1952380952381,1.0,1.8358363858363858,1.6666666666666667,5.0,0.85275105695833
6201,96,374,1,3.8958333333333335,3.0,14,2.3372460927864687,2352,6,24.5,21.5,74,13.44305729637735,158.86666666666667,1.0,1.6548611111111111,1.6125,4.666666666666667,0.6128201481947999
6202,53,205,1,3.8679245283018866,3.0,17,2.6821183924498113,1302,5,24.566037735849058,20.0,110,17.920239346317835,91.14248366013072,1.0,1.7196695030213345,1.6666666666666667,4.0,0.6735041422082818
6203,629,2604,1,4.139904610492846,4.0,23,2.597061174188762,15788,4,25.100158982511925,22.0,150,16.58421329300648,978.6539425550295,1.0,1.5558886209141964,1.5,7.0,0.5953172393636859
6204,826,3071,1,3.7179176755447942,3.5,18,1.9778392919369405,18432,4,22.314769975786923,20.0,99,12.989047125164811,1290.2775363525363,1.0,1.5620793418311578,1.5,8.0,0.598088264207941
6205,264,1482,1,5.613636363636363,5.0,22,3.832317503680359,8590,8,32.53787878787879,25.0,131,23.370679789221946,429.68055029765554,1.0,1.627577842036574,1.5,5.0,0.5839372070884693
6206,194,794,1,4.092783505154639,4.0,11,1.7518752305325438,4558,6,23.49484536082474,20.0,76,10.06314129237304,302.8773088023088,1.0,1.5612232412490143,1.5,3.5714285714285716,0.5008308242804488
6207,142,523,1,3.683098591549296,4.0,11,1.9583236365289765,2919,4,20.556338028169016,20.0,80,11.539340448405936,249.2711038961039,1.0,1.7554303091274923,1.6666666666666667,4.0,0.6566445983250113
6208,75,280,1,3.7333333333333334,3.0,10,2.207685184502961,1814,4,24.186666666666667,20.0,74,15.32414922759334,127.02142857142857,1.0,1.6936190476190476,1.5,4.0,0.6520589946186429
6209,225,764,1,3.3955555555555557,3.0,12,1.8148636749712528,4650,7,20.666666666666668,17.0,77,11.519393585229585,317.4174603174603,1.0,1.4107442680776014,1.25,5.0,0.6257049223324695
6210,214,918,1,4.289719626168225,3.0,22,3.127972676760677,5524,5,25.813084112149532,20.0,143,18.215007402385215,363.29354811854813,1.0,1.697633402423122,1.5,10.0,1.0679505048501508
6211,255,1029,1,4.035294117647059,3.0,25,3.0070012483606363,6575,4,25.784313725490197,20.0,145,19.117244684070904,437.0866233766234,1.0,1.7140651897122485,1.5714285714285714,4.5,0.670396672736536
6212,110,352,1,3.2,3.0,10,1.8563058906422258,1969,5,17.9,16.0,81,11.575797275730402,190.85833333333332,1.0,1.7350757575757574,1.5,3.5,0.6481370773752131
6213,31,82,1,2.6451612903225805,3.0,6,1.2792807118787284,594,5,19.161290322580644,18.0,41,8.434440405043869,56.833333333333336,1.0,1.8333333333333335,1.6666666666666667,4.5,0.8633483482177808
6214,160,511,1,3.19375,3.0,10,1.6387480840626079,3127,4,19.54375,18.5,83,10.086947088803782,295.5595238095238,1.0,1.8472470238095238,1.6666666666666667,6.0,0.7600776678837343
6215,46,148,1,3.217391304347826,3.0,10,2.05386403832452,736,3,16.0,11.5,54,11.30584902704004,69.34166666666667,1.0,1.507427536231884,1.4,3.0,0.5894709603965509
6216,67,284,1,4.2388059701492535,3.0,15,3.0355946561304026,1875,10,27.98507462686567,23.0,100,19.37312457184345,116.35749250749251,1.0,1.736678992649142,1.5,8.5,1.177348252779526
6217,98,391,1,3.989795918367347,3.0,12,3.0171157728511666,2269,5,23.153061224489797,18.5,93,16.38855021535344,148.59534632034632,1.0,1.5162790440851666,1.3333333333333333,4.0,0.648097861429804
6301,171,650,1,3.801169590643275,4.0,13,2.258630201851753,4286,7,25.064327485380115,21.0,89,13.752067737073713,319.7333943833944,1.0,1.869785932066634,1.6,9.5,1.037195784723491
6302,576,2499,1,4.338541666666667,4.0,22,2.679060307353081,15322,4,26.600694444444443,23.0,143,16.447870734256796,955.8366531859953,1.0,1.659438634003464,1.5,11.0,0.7777028501754487
6303,151,542,1,3.589403973509934,3.0,19,2.3388644628788215,3447,5,22.827814569536425,19.0,100,13.431684724016804,218.40676501860713,1.0,1.446402417341769,1.1666666666666667,9.0,0.8257124460129887
6304,324,1128,1,3.4814814814814814,3.0,13,1.9584609558133843,7111,5,21.94753086419753,19.0,80,12.595161981475336,549.6416805416806,1.0,1.6964249399434586,1.5,6.0,0.7656034228349778
6305,219,928,1,4.237442922374429,4.0,14,2.3242370436403323,5592,3,25.534246575342465,22.0,81,14.269119340248762,359.9957597957598,1.0,1.643816254775159,1.5,5.25,0.7488574831113566
6306,202,770,1,3.8118811881188117,3.0,16,2.3466409624629474,4839,4,23.955445544554454,21.0,95,14.22816892976868,372.82956349206347,1.0,1.8456909083765518,1.71875,5.0,0.8004731248486445
6307,700,3027,1,4.324285714285714,4.0,22,2.8992098827097057,19147,4,27.352857142857143,22.0,149,18.66218949037595,1197.6531031833663,1.0,1.710933004547666,1.5,21.0,1.0673815366451207
6308,5,21,2,4.2,5.0,7,2.16794833886788,132,10,26.4,33.0,42,14.467204291085407,6.0,1.0,1.2,1.0,1.6,0.28284271247461906
6309,656,2885,1,4.397865853658536,4.0,18,1.9066604881550855,16705,6,25.464939024390244,23.0,132,12.073135504594772,907.0879120879121,1.0,1.3827559635486464,1.25,7.5,0.6045011291565429
6310,18,56,1,3.111111111111111,3.0,6,1.640978506110406,306,4,17.0,15.0,37,10.577445482779689,23.866666666666667,1.0,1.325925925925926,1.1,2.0,0.37617885392188266
6401,92,432,1,4.695652173913044,4.0,19,3.2673514173227427,2652,5,28.82608695652174,23.0,126,21.069017248474864,159.3876253132832,1.0,1.732474188187861,1.5,5.0,0.7547719506520033
6402,885,3524,1,3.9819209039548022,4.0,17,1.7643114658381227,22565,5,25.497175141242938,23.0,110,11.670690894192923,1813.4927526721644,1.0,2.0491443533018807,1.8571428571428572,14.0,1.1329965645771591
6403,507,2216,1,4.370808678500986,4.0,25,2.9789405657303374,13476,5,26.579881656804734,21.0,138,17.634604567351,878.2134395343219,1.0,1.732176409337913,1.5,8.0,0.789786518936641
6404,187,773,1,4.133689839572193,4.0,16,2.3551108391270317,4674,5,24.994652406417114,20.0,90,15.165927192017733,284.06619907869907,1.0,1.5190705833085512,1.3846153846153846,4.333333333333333,0.5310905073942418
6405,111,398,1,3.5855855855855854,2.0,23,3.2848646532750463,2350,6,21.17117117117117,16.0,150,20.999079578908766,173.0466748227618,1.0,1.5589790524573135,1.5,4.0,0.5916318928391872
6406,115,357,1,3.1043478260869564,3.0,8,1.3002962755739744,2163,4,18.808695652173913,17.0,73,9.503365656969567,164.98809523809524,1.0,1.4346790890269152,1.3333333333333333,3.0,0.47354065162389286
6501,5,11,1,2.2,2.0,4,1.0954451150103324,56,8,11.2,10.0,19,4.54972526643093,8.25,1.0,1.65,1.5,3.0,0.7826237921249264
6502,3,6,2,2.0,2.0,2,0.0,31,9,10.333333333333334,9.0,13,2.309401076758503,4.5,1.5,1.5,1.5,1.5,0.0
6504,65,298,1,4.584615384615384,4.0,15,3.0867271689257887,1573,3,24.2,20.0,88,16.162456496461175,94.95595238095238,1.0,1.460860805860806,1.2857142857142858,3.0,0.45629462648738195
6505,310,1041,1,3.358064516129032,3.0,19,2.314478726573107,5742,3,18.52258064516129,15.0,101,13.15938415644784,456.3360797827903,1.0,1.4720518702670655,1.25,5.0,0.6321129269340604
6506,292,1185,1,4.058219178082192,3.0,29,3.0539312020488336,7617,5,26.085616438356166,21.0,150,18.421082683913127,464.9986932129174,1.0,1.5924612781264293,1.4,9.0,0.8355089010243351
6507,14,50,1,3.5714285714285716,3.0,11,2.709365117635373,301,9,21.5,16.5,57,13.483608282195544,22.257575757575758,1.0,1.5898268398268398,1.4166666666666665,3.0,0.5536554657150897
6601,135,555,1,4.111111111111111,3.0,17,2.9286711027120633,3656,7,27.081481481481482,21.0,100,17.852652234855313,214.06947839741957,1.0,1.5856998399808857,1.5,6.0,0.6539407898392058
6602,15,56,2,3.7333333333333334,2.0,10,2.6040261866871424,411,8,27.4,13.0,69,22.308870753261232,25.833333333333332,1.0,1.722222222222222,1.5,3.4285714285714284,0.7975132769075092
6603,8,30,2,3.75,4.0,6,1.6690459207925603,194,13,24.25,23.0,38,10.471048521655181,10.366666666666667,1.0,1.2958333333333334,1.1,2.0,0.38439294544506997
6701,1,2,2,2.0,2.0,2,,11,11,11.0,11.0,11,,1.5,1.5,1.5,1.5,1.5,
6702,148,453,1,3.060810810810811,3.0,12,1.6087615186309965,2945,4,19.89864864864865,17.0,81,10.947456365864866,191.8538961038961,1.0,1.2963101088101088,1.0,3.0,0.4045195009539448
6703,22,76,2,3.4545454545454546,3.0,14,2.6677486982253633,465,8,21.136363636363637,16.5,88,17.04418754309894,31.738095238095237,1.0,1.4426406926406925,1.0,5.0,0.8953716396664261
6704,62,248,1,4.0,2.5,13,2.975308222082788,1556,4,25.096774193548388,18.5,88,20.32740996735596,86.29404761904762,1.0,1.3918394777265746,1.2428571428571429,4.0,0.5207501922214328
6801,1,1,1,1.0,1.0,1,,8,8,8.0,8.0,8,,4.0,4.0,4.0,4.0,4.0,
6802,139,470,1,3.381294964028777,3.0,17,1.9201286319125592,3207,5,23.071942446043167,21.0,111,13.692079741545385,228.1560924369748,1.0,1.6414107369566533,1.4,5.5,0.8418014159919862
6803,3,7,2,2.3333333333333335,2.0,3,0.5773502691896257,49,14,16.333333333333332,17.0,18,2.081665999466133,6.833333333333333,1.3333333333333333,2.2777777777777777,2.0,3.5,1.1097213530798988
6804,466,2082,1,4.467811158798283,4.0,18,2.3417745166524795,13096,5,28.103004291845494,27.0,100,13.525368899148235,900.9525793650794,1.0,1.9333746338306423,1.6666666666666667,7.0,0.9751129242126158
6805,247,1130,1,4.574898785425101,4.0,15,2.4531085078941333,6635,5,26.86234817813765,23.0,98,14.663338476508454,416.5648268398268,1.0,1.6864972746551694,1.5,6.0,0.6795550087863012
6806,55,249,2,4.527272727272727,4.0,16,2.860034611643359,1635,9,29.727272727272727,24.0,93,17.281390703484043,98.47259407259408,1.0,1.7904108013198923,1.6666666666666667,5.0,0.8061418990510814
6807,37,172,1,4.648648648648648,4.0,11,2.562726588531747,1198,7,32.37837837837838,32.0,84,16.745399619250904,80.42784992784993,1.0,2.173725673725674,2.0,4.25,0.7149850022673636
6808,13,74,1,5.6923076923076925,5.0,12,3.1194180916910175,484,20,37.23076923076923,36.0,66,15.10603547236361,29.70865800865801,1.0,2.2852813852813854,1.6,11.0,2.6371741279106216
6809,110,409,1,3.7181818181818183,3.0,11,2.5526809730409137,2850,4,25.90909090909091,20.0,88,17.1006440431028,371.32189754689756,1.0,3.375653614062705,2.0,16.0,3.0273676797601987
6810,66,323,1,4.893939393939394,4.0,13,2.845394594124056,2039,7,30.893939393939394,30.0,80,16.128454347117074,97.75597180597181,1.0,1.4811510879692698,1.3333333333333333,3.0,0.4854340611433316
6811,31,122,2,3.935483870967742,4.0,9,1.7114415730794073,834,12,26.903225806451612,29.0,48,11.20819592592753,64.07777777777778,1.0,2.067025089605735,1.7777777777777777,5.0,1.027368222186467
6812,47,189,1,4.0212765957446805,3.0,11,2.2213329498311483,1180,4,25.106382978723403,23.0,51,10.251689240555498,83.99617604617605,1.0,1.7871526818335328,1.5,4.5,0.7904482243990453
6813,205,906,1,4.419512195121952,4.0,15,2.4989428659244033,5390,6,26.29268292682927,24.0,100,14.64856933126554,380.3890526140526,1.0,1.8555563542148907,1.5,7.0,0.9789707894361545
6814,24,94,2,3.9166666666666665,3.5,7,1.7672544824662633,528,9,22.0,18.5,44,9.956426807977284,52.86904761904762,1.0,2.202876984126984,1.7857142857142856,6.333333333333333,1.1649167124909197
6815,89,465,1,5.224719101123595,4.0,18,4.04731338777164,2974,6,33.41573033707865,21.0,100,26.24915972194679,178.5555624930625,1.0,2.006242275202949,1.8666666666666667,8.0,1.031979970032111
6901,15,66,2,4.4,4.0,9,2.0976176963403033,403,9,26.866666666666667,29.0,41,11.24955025556048,25.122222222222224,1.0,1.674814814814815,1.6666666666666667,2.5,0.5737914477529299
6902,143,827,1,5.783216783216783,4.0,23,3.831191224560967,5101,9,35.67132867132867,28.0,149,20.42532818147096,313.48382064795106,1.0,2.192194549985672,1.8571428571428572,15.0,1.414331264173368
6903,107,467,1,4.364485981308412,4.0,13,2.43942663911662,3034,8,28.35514018691589,25.0,82,14.939659979743547,225.05888278388278,1.0,2.1033540447091847,1.8571428571428572,9.0,1.0580118272930261
6904,20,89,1,4.45,3.5,14,3.103054522308793,570,4,28.5,24.5,100,21.634524066383978,38.10595238095238,1.0,1.905297619047619,1.8125,4.214285714285714,0.959155143125739
6905,28,113,1,4.035714285714286,3.0,14,2.80848110863615,691,10,24.678571428571427,17.5,86,17.284232959397098,49.00555555555555,1.0,1.7501984126984127,1.2916666666666665,8.5,1.4796158356316826
6906,13,84,2,6.461538461538462,7.0,11,3.204564052914338,495,13,38.07692307692308,38.0,75,20.352974960520875,19.457070707070706,1.0,1.4966977466977467,1.3333333333333333,2.5454545454545454,0.4409056671360329
6907,683,3644,1,5.3352855051244505,5.0,20,3.01662539393623,21251,3,31.11420204978038,28.0,94,15.054207634661587,1265.4172702297703,1.0,1.8527339242017136,1.7142857142857142,6.0,0.7661242719707219
6909,29,145,1,5.0,4.0,13,3.2071349029490928,897,6,30.93103448275862,28.0,71,16.91561205024763,57.518814518814516,1.0,1.9834073972005006,1.75,6.0,1.168168469977056
6910,572,2792,1,4.881118881118881,4.0,23,3.076353541156443,17858,2,31.22027972027972,27.0,150,20.45627709961566,1021.0504335675691,1.0,1.7850532055377082,1.5714285714285714,12.0,0.9133251145437162
6911,426,1450,1,3.403755868544601,3.0,17,2.1565517086368002,8542,3,20.051643192488264,16.0,100,13.21397333928037,683.7683236697942,1.0,1.6050899616661836,1.4,9.0,0.8629521273978028
6912,258,904,1,3.503875968992248,3.0,17,2.056115604131383,5625,4,21.802325581395348,18.0,93,13.40464502287562,398.29530175706645,1.0,1.5437802393684745,1.3333333333333333,6.0,0.6854324383016981
6913,70,227,1,3.242857142857143,3.0,16,2.1964115284901577,1482,4,21.17142857142857,18.5,87,14.38897668715603,92.81944444444444,1.0,1.3259920634920634,1.25,3.0,0.4150117526188235
6914,58,206,1,3.5517241379310347,3.0,15,2.5073394985844106,1291,5,22.25862068965517,17.0,101,15.376628819529964,93.88690476190476,1.0,1.61873973727422,1.45,5.333333333333333,0.8411546247712365
7001,8,22,1,2.75,2.5,5,1.2817398889233116,198,7,24.75,22.5,40,12.044560123617158,26.75,1.0,3.34375,3.291666666666667,4.666666666666667,1.1499115735499523
7002,13,55,2,4.230769230769231,3.0,9,2.650592580092426,305,9,23.46153846153846,17.0,56,15.645102453139474,17.069444444444443,1.0,1.3130341880341878,1.0,2.4444444444444446,0.496510452767264
7003,65,378,1,5.815384615384615,8.0,10,2.849848174093598,1892,5,29.107692307692307,35.0,46,11.45933445510018,95.24444444444444,1.0,1.4652991452991453,1.4444444444444444,5.0,0.5268637285611995
7004,24,79,1,3.2916666666666665,3.0,7,1.4884823513044847,519,9,21.625,21.5,44,9.268049370306288,45.48571428571429,1.0,1.8952380952380954,1.8333333333333335,4.0,0.9067546432428633
7005,160,1015,2,6.34375,6.0,19,2.8484727784922432,5929,9,37.05625,39.5,97,14.815531063442306,263.87092326318333,1.0,1.6491932703948957,1.656862745098039,3.3333333333333335,0.5374478755511308
7006,9,30,1,3.3333333333333335,3.0,8,1.9999999999999998,188,10,20.88888888888889,18.0,43,10.203485243342644,13.875,1.0,1.5416666666666667,1.0,5.0,1.31398725260179
7007,379,1968,1,5.192612137203167,4.0,17,3.655444339258695,13272,4,35.01846965699208,24.0,113,24.174239137219917,787.4164085097908,1.0,2.0776158535878384,1.9166666666666667,9.0,1.0964843906742354
7008,28,214,2,7.642857142857143,6.0,24,5.677860093212515,1234,11,44.07142857142857,41.5,150,34.73276665290399,48.349293942772206,1.0,1.7267604979561502,1.7333333333333334,3.1666666666666665,0.5552298724732486
7009,513,2049,1,3.9941520467836256,4.0,14,1.9590447569285199,12378,4,24.128654970760234,22.0,81,11.33246759625526,796.6460317460318,1.0,1.5529162412203348,1.3333333333333333,9.0,0.9004422441634534
7010,189,908,1,4.804232804232805,4.0,28,3.222062090606987,5444,3,28.804232804232804,25.0,150,18.95960945005739,301.5579234490999,1.0,1.5955445685137561,1.3333333333333333,13.5,1.15401979335548
7011,9,47,1,5.222222222222222,3.0,13,3.80058475033046,241,5,26.77777777777778,16.0,60,19.835434062415786,14.343833943833944,1.0,1.5937593270926604,1.4,2.2222222222222223,0.4147961495606719
7013,778,3365,1,4.325192802056555,4.0,20,2.539450943676735,20061,4,25.7853470437018,23.0,111,15.052595604592266,1250.0936329709164,1.0,1.6068041554896098,1.4285714285714286,6.666666666666667,0.7050379472362496
7014,7,24,2,3.4285714285714284,3.0,6,1.3972762620115438,165,12,23.571428571428573,26.0,41,9.710083124552245,12.333333333333332,1.3333333333333333,1.7619047619047616,1.5,2.5,0.5169098250137709
7015,5,23,1,4.6,4.0,12,4.33589667773576,159,10,31.8,21.0,81,28.85654171933983,9.0,1.0,1.8,1.5,4.0,1.2549900398011131
7016,20,65,1,3.25,2.5,12,2.381397201556042,426,6,21.3,14.5,85,17.339034150239105,26.833333333333332,1.0,1.3416666666666666,1.0,2.5,0.47518848214919046
7017,192,825,1,4.296875,4.0,15,2.4452947926654267,5692,6,29.645833333333332,26.0,129,17.35552429014143,377.3174297924298,1.0,1.9651949468355718,1.775,7.5,0.9369876571635694
7018,45,179,1,3.977777777777778,2.0,13,3.2227098203000817,1144,4,25.42222222222222,17.0,81,20.821196464714077,81.34120879120879,1.0,1.8075824175824176,1.5,4.0,0.7961411032544458
7019,165,793,1,4.806060606060606,4.0,19,3.1562886697886516,4847,3,29.375757575757575,25.0,107,19.483999537816988,288.309619255014,1.0,1.7473310257879637,1.5,8.0,0.8232067710420431
7020,92,421,1,4.576086956521739,4.0,19,3.2891219164644014,2625,8,28.532608695652176,24.5,96,18.086757396502104,158.95768323523743,1.0,1.7278009047308416,1.5,7.5,0.9574772306663638
7101,2,5,1,2.5,2.5,4,2.1213203435596424,30,7,15.0,15.0,23,11.313708498984761,2.0,1.0,1.0,1.0,1.0,0.0
7102,1,4,4,4.0,4.0,4,,24,24,24.0,24.0,24,,1.0,1.0,1.0,1.0,1.0,
7103,7,30,1,4.285714285714286,3.0,16,5.219012860502955,247,6,35.285714285714285,18.0,150,50.87145331032682,11.791666666666668,1.0,1.6845238095238098,1.5,3.625,0.9403066453564961
7104,4,21,2,5.25,4.5,10,3.4034296427770228,174,17,43.5,38.0,81,27.670682439482164,7.7,1.0,1.925,1.85,3.0,0.8693867570496651
7105,2,6,2,3.0,3.0,4,1.4142135623730951,44,13,22.0,22.0,31,12.727922061357855,2.0,1.0,1.0,1.0,1.0,0.0
7106,1,4,4,4.0,4.0,4,,26,26,26.0,26.0,26,,2.0,2.0,2.0,2.0,2.0,
7108,1,3,3,3.0,3.0,3,,19,19,19.0,19.0,19,,2.0,2.0,2.0,2.0,2.0,
7110,1,9,9,9.0,9.0,9,,56,56,56.0,56.0,56,,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,
