,HS06,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text
,count,sum,min,mean,median,max,std,sum,min,mean,median,max,std,sum,min,mean,median,max,std,sum,min,mean,median,max,std
HS06,,,,,,,,,,,,,,,,,,,,,,,,,
382478,9,34,2,3.7777777777777777,3.0,6,1.3017082793177757,227,10,25.22222222222222,24.0,44,10.03466214899358,31.666666666666664,1.5,3.518518518518518,3.5,5.0,1.1886162719630373,7.253688156604767,0.7373665571212769,0.805965350733863,0.8097364902496338,0.8542974591255188,0.030025313338551775
382479,9,30,2,3.3333333333333335,3.0,6,1.5811388300841898,172,12,19.11111111111111,16.0,31,6.450667493454542,16.933333333333334,1.0,1.8814814814814815,1.5,3.5,0.848709986965694,7.071277737617493,0.7257347106933594,0.7856975264019437,0.7851381897926331,0.8346349596977234,0.033803920449397895
382482,2,10,3,5.0,5.0,7,2.8284271247461903,59,15,29.5,29.5,44,20.506096654409877,3.666666666666667,1.6666666666666667,1.8333333333333335,1.8333333333333335,2.0,0.23570226039551573,1.629125714302063,0.7873023748397827,0.8145628571510315,0.8145628571510315,0.8418233394622803,0.03855214380139988
382491,13,60,2,4.615384615384615,4.0,12,3.0424349222966556,508,9,39.07692307692308,24.0,149,44.83945721211312,30.9,1.0,2.376923076923077,2.0,4.75,1.0917098901862547,10.809569954872131,0.7656822204589844,0.8315053811440101,0.8384484052658081,0.9091618061065674,0.04871663545106574
382499,342,1345,1,3.9327485380116958,3.0,15,2.449162413756344,9289,4,27.160818713450293,23.0,106,16.521039192031296,786.9325591075591,1.0,2.3009723950513425,2.0,6.333333333333333,1.037509171567911,262.1887961626053,0.6844567060470581,0.7666339069082025,0.7550446391105652,0.9186806082725524,0.047204802001500755
382590,1,3,3,3.0,3.0,3,,21,21,21.0,21.0,21,,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,,0.7912575006484985,0.7912575006484985,0.7912575006484985,0.7912575006484985,0.7912575006484985,
382600,2,18,3,9.0,9.0,15,8.48528137423857,119,33,59.5,59.5,86,37.476659402887016,4.6,2.2666666666666666,2.3,2.3,2.333333333333333,0.047140452079103,0.0,,,,,
390110,223,982,1,4.403587443946188,4.0,13,2.033145534871462,7139,4,32.01345291479821,30.0,75,15.44723066834218,564.1015651015651,1.0,2.5296034309487228,2.333333333333333,6.0,0.7849400780202351,200.00149101018906,0.7939825654029846,0.8968676726914308,0.900744080543518,0.9623681902885436,0.03884224107365209
390120,255,1172,1,4.596078431372549,4.0,13,2.0974263179379227,8327,4,32.654901960784315,32.0,88,15.475359048732951,635.1709290709291,1.0,2.4908663885134477,2.4,6.0,0.7108228007750009,225.89571225643158,0.8031431436538696,0.885865538260516,0.8968069553375244,0.95755273103714,0.03589197613733242
390130,41,291,1,7.097560975609756,9.0,13,3.3000369547080872,1991,3,48.5609756097561,63.0,84,22.261007143082953,77.46580641580641,1.0,1.8894099125806443,1.8,3.5,0.5284635265831197,37.219437658786774,0.7592577934265137,0.9077911624094335,0.9282336235046388,0.94701087474823,0.047700866621793694
390140,21,83,1,3.9523809523809526,3.0,11,2.9744947550162277,599,6,28.523809523809526,25.0,78,20.58790676008381,62.43131313131313,1.3333333333333333,2.972919672919673,2.5,9.0,1.6065864195181114,18.310710966587067,0.8037558197975159,0.871938617456527,0.8691871166229248,0.9345643520355223,0.040316630267227975
390190,33,116,1,3.515151515151515,3.0,10,2.1083348305180936,738,4,22.363636363636363,21.0,49,11.572646039849156,69.15039682539683,1.0,2.0954665704665705,2.0,4.5,0.8418497705750336,28.328504860401154,0.7886897325515747,0.8584395412242773,0.8573419451713562,0.9288341403007508,0.0356159255995204
390210,226,821,1,3.6327433628318584,4.0,10,1.5499357680096788,7073,2,31.29646017699115,31.5,76,12.506200625314998,733.5277777777778,1.0,3.245698131760079,3.2,7.0,0.9479705773500163,197.23073089122772,0.7364274263381958,0.8727023490762289,0.8871549367904663,0.93284273147583,0.04290574422717564
390220,7,16,1,2.2857142857142856,2.0,3,0.7559289460184545,136,13,19.428571428571427,16.0,30,6.80336051416609,20.666666666666664,1.3333333333333333,2.952380952380952,2.5,5.0,1.2935534095198478,6.120651543140411,0.7668278217315674,0.8743787918772016,0.9121217131614684,0.9400729537010192,0.07123111404012826
390230,122,475,1,3.8934426229508197,4.0,7,1.464778645445018,3974,6,32.57377049180328,34.0,56,9.698698926789639,413.73571428571427,1.3333333333333333,3.3912763466042155,3.5,5.0,0.8312298527076813,108.13581573963165,0.7595512866973877,0.8863591454068168,0.893048495054245,0.9501636028289796,0.038555712268963344
390290,23,116,2,5.043478260869565,4.0,10,2.120854477661073,850,11,36.95652173913044,38.0,66,15.61898105415204,51.96071428571429,1.0,2.25916149068323,2.0,3.2857142857142856,0.6787543835898603,19.364960849285126,0.7350505590438843,0.8419548195341359,0.8705039024353027,0.8897717595100403,0.04967642048364205
390311,9,28,2,3.111111111111111,3.0,4,0.7817359599705715,253,16,28.11111111111111,28.0,41,8.38815302144108,25.25,1.0,2.8055555555555554,3.0,4.0,1.2233265213252664,8.209554731845856,0.8280224800109863,0.9121727479828728,0.9284509420394896,0.935189962387085,0.03846060444564555
390319,14,46,1,3.2857142857142856,3.0,10,2.334641182398154,331,7,23.642857142857142,22.0,55,12.048665057604085,38.35,1.5,2.7392857142857143,2.583333333333333,4.0,0.840421321456088,12.503343999385834,0.813294529914856,0.893095999956131,0.8937072157859802,0.9413859248161316,0.029448828946618894
390320,4,13,2,3.25,3.0,5,1.2583057392117916,75,14,18.75,18.0,25,4.856267428111154,9.333333333333334,1.6666666666666667,2.3333333333333335,2.333333333333333,3.0,0.6085806194501845,3.504546582698822,0.8312069177627563,0.8761366456747055,0.8761360943317413,0.921067476272583,0.037968893722932814
390330,5,18,2,3.6,4.0,5,1.140175425099138,146,23,29.2,31.0,34,4.919349550499537,14.066666666666666,1.4,2.8133333333333335,3.0,4.0,1.0988883271541088,4.5623414516448975,0.8234612941741943,0.9124682903289795,0.9493007063865662,0.9514467120170592,0.056452067799667216
390390,34,115,1,3.3823529411764706,3.0,8,1.6880095124382435,705,8,20.735294117647058,20.0,52,10.807709996359955,86.8047619047619,1.0,2.553081232492997,2.225,12.0,1.98240946119565,29.28214192390442,0.7932134866714478,0.86123946835013,0.8594059944152832,0.9391046762466432,0.03688344619580145
390410,94,332,2,3.5319148936170213,3.0,7,1.3966328760731948,2064,7,21.95744680851064,22.0,49,10.223223502763835,215.17857142857142,1.0,2.289133738601824,2.225,4.5,0.690493807578514,80.94189894199371,0.7916532754898071,0.8610840312978054,0.8634261786937714,0.9336454272270204,0.03769052280980442
390421,8,30,3,3.75,3.0,5,1.0350983390135313,214,17,26.75,22.5,44,10.250435530816656,16.733333333333334,1.4,2.091666666666667,2.1666666666666665,2.6,0.4046358347083939,6.972726047039032,0.8400431871414185,0.871590755879879,0.8624037504196167,0.9243924021720886,0.029532784090086757
390422,54,219,2,4.055555555555555,3.0,8,1.877540208012708,1371,8,25.38888888888889,24.0,61,11.936019162983927,102.52738095238095,1.0,1.8986552028218695,1.75,4.0,0.6205958956748105,47.442027032375336,0.7756000757217407,0.8785560561550988,0.8807700574398041,0.9391956329345704,0.029868821001582627
390430,6,21,2,3.5,3.5,5,1.0488088481701516,137,17,22.833333333333332,18.5,46,11.373946837693003,12.933333333333334,1.5,2.1555555555555554,2.0,3.6,0.7779364917428577,5.087442755699158,0.8191681504249573,0.8479071259498596,0.8383320868015289,0.9033249616622924,0.029533506397373423
390440,11,60,3,5.454545454545454,5.0,8,1.3684762594679063,413,21,37.54545454545455,37.0,51,8.6297582395295,22.489285714285714,1.5,2.0444805194805196,1.8,4.666666666666667,0.8906111867254021,9.862905263900757,0.8593844175338745,0.8966277512637052,0.9061461687088012,0.9149854779243468,0.01995727410844023
390490,5,13,2,2.6,2.0,5,1.3416407864998738,91,10,18.2,12.0,34,10.207840124139876,13.8,1.8,2.7600000000000002,2.5,4.0,0.9555103348473003,4.223954558372498,0.7816058397293091,0.8447909116744995,0.8422309756278992,0.8993377089500427,0.05172229714898003
390512,11,35,1,3.1818181818181817,2.0,11,2.786330268226716,237,7,21.545454545454547,12.0,91,23.771258428462033,30.278787878787877,2.4,2.752617079889807,2.5454545454545454,3.333333333333333,0.31694499216336236,9.40498024225235,0.8106358647346497,0.8549982038411227,0.8399219512939453,0.9457147121429444,0.04799231053445803
390519,7,25,3,3.5714285714285716,4.0,4,0.5345224838248489,149,13,21.285714285714285,20.0,29,5.498917642417937,14.333333333333332,1.3333333333333333,2.0476190476190474,2.0,3.25,0.6523766075628694,6.140014708042145,0.8148484230041504,0.877144958291735,0.8787631988525391,0.9397826790809632,0.044572566261568754
390521,12,43,1,3.5833333333333335,3.0,7,1.729862492345632,284,10,23.666666666666668,20.0,44,10.781578003354808,25.583333333333332,1.0,2.131944444444444,2.0,4.0,0.8083046959417478,10.197089552879333,0.7905154824256897,0.8497574627399445,0.8523272275924683,0.9166319370269777,0.03771560021591389
390529,14,49,1,3.5,3.0,11,2.7103789119150563,303,3,21.642857142857142,15.5,96,22.946785070134446,30.836147186147187,1.4285714285714286,2.202581941867656,2.0,4.0,0.6543391383676276,11.704352378845215,0.7773826122283936,0.8360251699175153,0.8256168067455292,0.9496657848358154,0.04722582135724007
390530,20,56,1,2.8,2.5,9,1.7044832524535807,390,3,19.5,17.0,69,13.480980754576544,42.855555555555554,1.0,2.142777777777778,2.0,4.0,0.7148592285892064,16.94327664375305,0.7589659690856934,0.8471638321876526,0.8633984625339508,0.9109230041503906,0.05154692019688647
390591,3,5,1,1.6666666666666667,2.0,2,0.5773502691896258,38,7,12.666666666666666,15.0,16,4.932882862316247,9.5,1.0,3.1666666666666665,4.0,4.5,1.8929694486000912,2.5808950066566467,0.8509741425514221,0.8602983355522156,0.8526031970977783,0.8773176670074463,0.014761662747333213
390599,14,53,1,3.7857142857142856,4.0,5,1.2513728724621074,311,6,22.214285714285715,21.0,47,10.735839126879732,34.7,1.4,2.4785714285714286,2.0,7.0,1.5061047932835379,11.905207753181458,0.7862405180931091,0.8503719823701041,0.8401773869991302,0.9372851848602296,0.044047811191727994
390610,8,19,2,2.375,2.0,4,0.7440238091428449,141,12,17.625,17.5,25,4.8678977568791,23.25,1.0,2.90625,2.75,4.5,1.2096154938066652,7.249480903148651,0.8643594980239868,0.9061851128935814,0.903755247592926,0.9622008800506592,0.03659768651424929
390690,201,721,1,3.5870646766169156,3.0,11,2.0034050615879013,4497,6,22.37313432835821,18.0,73,12.205944233317869,514.8514069264069,1.0,2.5614497857035166,2.333333333333333,8.0,1.1323805512456502,180.3323929309845,0.8361047506332397,0.8971760842337537,0.8945598602294922,0.9658856391906738,0.02780672815379846
390710,21,84,4,4.0,4.0,4,0.0,414,18,19.714285714285715,19.0,21,1.1019463300386798,56.0,2.5,2.6666666666666665,2.75,2.75,0.12076147288491199,17.176692306995392,0.8103603720664978,0.8179377289045424,0.8181410431861877,0.8258799314498901,0.002913168290402981
390720,109,444,1,4.073394495412844,4.0,14,2.209853447538784,2722,5,24.972477064220183,24.0,74,12.209937297436847,252.29011544011544,1.0,2.3145882150469306,2.25,5.0,0.7268450528143311,95.468998670578,0.7716374397277832,0.8758623731245688,0.8831981420516968,0.937398076057434,0.034660169210099526
390730,86,357,1,4.151162790697675,4.0,11,2.23615974311247,2077,6,24.151162790697676,23.5,75,12.479175540131758,183.9181818181818,1.0,2.138583509513742,2.0,6.0,0.8421373019612384,71.72678971290588,0.7566291689872742,0.8340324385221615,0.8322099149227142,0.935196340084076,0.04384866005907906
390740,12,39,1,3.25,2.0,10,3.360871099202489,310,13,25.833333333333332,16.0,71,19.990149089140395,31.766666666666666,1.6666666666666667,2.647222222222222,2.95,4.0,0.7528341512307071,10.670418977737427,0.8213534951210022,0.8892015814781189,0.8845867216587067,0.9190454483032228,0.027978308539581803
390750,35,131,1,3.742857142857143,3.0,9,1.9150004936699894,795,6,22.714285714285715,22.0,46,9.706187924907153,103.91825396825396,1.0,2.9690929705215416,2.25,15.0,2.5819411035352346,29.63695240020752,0.7634817361831665,0.8467700685773577,0.8412317037582397,0.9375377893447876,0.05422736725209902
390761,82,443,2,5.402439024390244,5.0,12,2.3562879160131627,2870,9,35.0,33.5,77,16.730249088638853,196.73730158730157,1.0,2.3992353852109947,2.333333333333333,4.8,0.78334922112975,72.03530371189117,0.7830275297164917,0.8784793135596485,0.8714190125465393,0.9512311220169068,0.041197052529364786
390769,3,10,2,3.3333333333333335,3.0,5,1.5275252316519465,87,23,29.0,25.0,39,8.717797887081348,8.466666666666667,1.6666666666666667,2.8222222222222224,2.8,4.0,1.1668253860288957,2.759260892868042,0.8974895477294922,0.919753630956014,0.9287729263305664,0.9329984188079834,0.01939666847959448
390791,11,53,2,4.818181818181818,4.0,12,2.891995221924885,360,16,32.72727272727273,27.0,71,16.84096736586654,23.135714285714286,1.3333333333333333,2.1032467532467534,2.142857142857143,3.142857142857143,0.5465644843185933,9.657317042350769,0.8339331150054932,0.877937912940979,0.8760567903518677,0.9239962100982666,0.02979715887696499
390799,35,114,1,3.257142857142857,3.0,9,1.7378630749362534,788,3,22.514285714285716,24.0,42,9.672190057282874,87.91666666666667,1.0,2.511904761904762,2.0,15.0,2.4654593343279916,29.178040325641632,0.7523795366287231,0.8336582950183323,0.8213237524032593,0.9072357416152954,0.043585343048928325
390810,5,12,1,2.4,2.0,5,1.6733200530681511,67,7,13.4,14.0,24,7.021395872616783,10.666666666666668,1.6666666666666667,2.1333333333333337,2.0,3.0,0.5055250296034368,4.129105627536774,0.7659355401992798,0.8258211255073548,0.8155999183654785,0.9189942479133606,0.0564543681328205
390890,14,47,2,3.357142857142857,3.0,6,1.3363062095621219,304,13,21.714285714285715,22.0,38,6.977199916966597,30.416666666666664,1.6666666666666667,2.1726190476190474,2.0,3.333333333333333,0.4088553514541523,12.740600943565369,0.8669658899307251,0.9100429245403835,0.9201013743877411,0.9378974437713624,0.025029831003698093
390910,6,26,3,4.333333333333333,4.0,7,1.505545305418162,181,17,30.166666666666668,29.0,45,11.125046816380895,11.023809523809524,1.3333333333333333,1.8373015873015872,1.75,2.857142857142857,0.5638719935361947,5.429650068283081,0.8238790035247803,0.9049416780471802,0.9262602627277374,0.9507797956466676,0.049211990017987546
390920,4,10,2,2.5,2.5,3,0.5773502691896257,70,14,17.5,17.5,21,3.1091263510296048,6.5,1.0,1.625,1.0,3.5,1.25,3.3496384620666504,0.808918833732605,0.8374096155166626,0.8461986184120178,0.8483223915100098,0.019022541863953323
390931,9,17,1,1.8888888888888888,2.0,4,0.927960727138337,126,7,14.0,12.0,26,5.315072906367324,32.75,1.5,3.638888888888889,3.0,8.0,2.260776661041756,7.65701949596405,0.793731689453125,0.8507799439960055,0.8139664530754089,0.936018705368042,0.05828957037910609
390939,3,16,5,5.333333333333333,5.0,6,0.5773502691896257,83,23,27.666666666666668,28.0,32,4.509249752822894,6.533333333333333,1.8,2.1777777777777776,2.333333333333333,2.4,0.32885885748774957,2.53456449508667,0.8223751783370972,0.8448548316955566,0.8310362696647644,0.8811530470848083,0.0317320651089703
390940,20,61,1,3.05,2.0,9,2.0124611797498106,402,6,20.1,15.0,51,12.39227263469585,47.01190476190476,1.0,2.350595238095238,2.0,4.5,0.9408724697303326,17.46791958808899,0.8066205978393555,0.8733959794044495,0.8854596614837646,0.9398027658462524,0.04408216425285932
390950,70,290,1,4.142857142857143,4.0,16,2.532603142015788,1813,7,25.9,21.0,118,17.30807803360591,201.41396103896105,1.0,2.8773423005565864,3.0,6.0,0.8557777852394611,60.23147004842758,0.776369035243988,0.8604495721203941,0.851213127374649,0.9461499452590942,0.036278704752658965
391000,68,223,1,3.2794117647058822,3.0,8,1.7436074136668074,1431,6,21.044117647058822,17.0,63,12.056377297438537,148.04642857142858,1.0,2.177153361344538,1.775,12.0,1.4675439486429254,0.0,,,,,
391110,5,26,2,5.2,4.0,9,3.5637059362410923,197,13,39.4,30.0,79,27.591665408235148,11.88888888888889,1.2222222222222223,2.3777777777777778,2.5,3.0,0.677458941400843,4.380371809005737,0.7856098413467407,0.8760743618011475,0.8858200311660767,0.9345041513442992,0.0548130486732493
391190,13,40,1,3.076923076923077,3.0,5,1.1875421719907089,289,8,22.23076923076923,22.0,42,11.27795671619233,26.916666666666668,1.0,2.0705128205128207,2.0,3.0,0.6112810564008425,10.885024964809418,0.7954715490341187,0.8373096126776475,0.830102801322937,0.8809473514556885,0.029209779477219845
391220,12,39,1,3.25,3.0,8,1.864744681524183,289,14,24.083333333333332,22.0,53,9.76504278567486,34.00833333333333,1.6666666666666667,2.8340277777777776,2.1666666666666665,6.0,1.3994067029889383,10.58953982591629,0.8081965446472168,0.8824616521596909,0.8827300369739532,0.922338366508484,0.02775778375399307
391231,43,198,1,4.604651162790698,4.0,11,2.619883084302672,1516,8,35.25581395348837,30.0,80,21.474340195258744,101.11857864357864,1.25,2.3515948521762478,2.25,4.0,0.7162601567613358,38.19059872627258,0.7751750946044922,0.8881534587505252,0.91767680644989,0.947273313999176,0.0595472626557907
391239,49,177,1,3.6122448979591835,3.0,8,1.86878220742159,1209,4,24.6734693877551,20.0,56,13.395253753820853,141.35238095238094,1.25,2.8847424684159377,2.6666666666666665,6.0,0.9487517245005955,41.849795162677765,0.7988300323486328,0.8540774522995462,0.8403236865997314,0.9378337860107422,0.04254174081667566
391290,22,83,1,3.772727272727273,4.0,7,1.8239626714491244,636,3,28.90909090909091,28.5,51,15.023502511253083,57.14523809523809,1.0,2.5975108225108223,2.5,5.0,0.9554800702266519,19.52675497531891,0.8289297819137573,0.8875797716054049,0.8907901048660278,0.9330798387527466,0.03067642416790707
391310,9,34,2,3.7777777777777777,4.0,6,1.6414763002993509,221,15,24.555555555555557,20.0,37,9.658042129633612,19.1,1.6,2.1222222222222222,1.75,3.25,0.6357956520070824,7.801681280136108,0.776006281375885,0.8668534755706787,0.8787580728530884,0.9317618608474731,0.052790364382969746
391390,22,76,1,3.4545454545454546,3.0,8,1.625020812387534,548,8,24.90909090909091,18.0,69,15.234388077194964,54.016666666666666,1.0,2.45530303030303,2.333333333333333,4.25,0.841741492252069,18.293627679347992,0.7772886753082275,0.8315285308794542,0.8283109068870544,0.8836770057678223,0.03194377967816674
391400,14,85,1,6.071428571428571,5.5,15,3.7306276171151707,533,8,38.07142857142857,33.5,89,23.193050304295518,21.016666666666666,1.0,1.5011904761904762,1.3875,3.0,0.5677860093212515,0.0,,,,,
391520,1,5,5,5.0,5.0,5,,38,38,38.0,38.0,38,,3.2,3.2,3.2,3.2,3.2,,0.8333371877670288,0.8333371877670288,0.8333371877670288,0.8333371877670288,0.8333371877670288,
391530,1,6,6,6.0,6.0,6,,31,31,31.0,31.0,31,,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,,0.857937216758728,0.857937216758728,0.857937216758728,0.857937216758728,0.857937216758728,
391590,2,5,1,2.5,2.5,4,2.1213203435596424,28,6,14.0,14.0,22,11.313708498984761,3.5,1.5,1.75,1.75,2.0,0.3535533905932738,1.621527910232544,0.7922242879867554,0.810763955116272,0.810763955116272,0.8293036222457886,0.026219048696445046
391610,21,67,1,3.1904761904761907,3.0,9,1.8873009198071098,416,8,19.80952380952381,18.0,52,10.708029919733358,56.03333333333333,1.0,2.668253968253968,1.8333333333333333,12.0,2.7293563789630415,17.002624452114105,0.7507945895195007,0.809648783434005,0.8053194880485535,0.8695905804634094,0.033464300905235264
391620,58,327,2,5.637931034482759,6.0,12,1.8514885037101472,1782,12,30.724137931034484,29.0,78,10.655355466665208,95.20119047619048,1.0,1.6413998357963875,1.6,2.5,0.3221138185252953,48.96386796236038,0.8001105785369873,0.8442046200406963,0.842704176902771,0.8957855701446533,0.019236987677308463
391690,54,248,1,4.592592592592593,3.0,15,3.2938966917305024,1507,8,27.90740740740741,22.5,100,19.193423125249176,111.35537518037518,1.0,2.062136577414355,1.8,4.333333333333333,0.8967515659258051,45.162642896175385,0.7608109712600708,0.8363452388180627,0.8407792150974274,0.898530900478363,0.03762074382584816
391710,32,109,2,3.40625,3.0,11,1.7935255423237613,729,12,22.78125,21.5,67,10.802432148483074,58.60909090909091,1.0,1.831534090909091,1.7083333333333335,4.0,0.7393708469444106,23.968441605567932,0.6903623342514038,0.7490138001739979,0.7486071586608887,0.8266505002975464,0.03619915478473365
391721,155,805,1,5.193548387096774,5.0,14,2.393434673221967,4666,4,30.10322580645161,27.0,77,14.595931737742413,357.40093795093793,1.0,2.305812502909277,2.0,8.5,1.162556139276998,123.54134458303452,0.7038821578025818,0.7970409327937711,0.8012558221817017,0.8568795919418335,0.02752304294417596
391722,27,112,1,4.148148148148148,4.0,10,2.4290502053858214,710,5,26.296296296296298,23.0,65,17.335634298294842,63.56944444444444,1.0,2.354423868312757,2.25,6.0,1.1441452235327465,21.285101175308228,0.7073671221733093,0.7883370805669714,0.7904866933822632,0.837517499923706,0.035120070757341575
391723,142,715,1,5.035211267605634,4.0,21,3.2099401727284964,3960,3,27.887323943661972,25.0,114,16.97561813978064,275.6282856032856,1.0,1.9410442648118702,1.75,4.333333333333333,0.6892561505194634,114.4499660730362,0.7459357380867004,0.8059856765706774,0.8061267733573914,0.9534133672714232,0.02859643087282046
391729,249,1041,1,4.180722891566265,4.0,20,2.415397073714326,6165,6,24.759036144578314,21.0,119,14.887419208181782,466.7022005772006,1.0,1.8743060264144602,1.6666666666666667,5.6,0.8492796233416948,196.48245811462402,0.6915715932846069,0.7890861771671648,0.7898743748664856,0.8835791349411011,0.028792174152547065
391731,103,506,1,4.912621359223301,4.0,17,2.8803145120904627,2893,3,28.0873786407767,25.0,100,16.028226814773173,179.13444055944055,1.0,1.739169325819811,1.6,5.6,0.7573835068113494,87.14999616146088,0.7677136659622192,0.8461164675869988,0.8451870679855347,0.9130269885063172,0.025953820331624963
391732,90,501,1,5.566666666666666,4.0,18,3.76276852414444,3087,5,34.3,24.0,120,24.151883635569032,166.9831431640255,1.0,1.8553682573780612,1.784090909090909,4.5,0.6361001273215247,71.36773133277893,0.7287516593933105,0.7929747925864326,0.7953901886940002,0.8999102115631104,0.03480995688030111
391733,34,163,1,4.794117647058823,4.0,19,3.3373861280286303,1029,9,30.264705882352942,27.0,105,18.858819693021715,69.04273372826005,1.0,2.030668639066472,1.6515151515151516,7.5,1.1693168851849496,26.613973379135132,0.7088401317596436,0.7827639229157392,0.7837527394294739,0.8446254134178162,0.025704527955887613
391739,415,1916,1,4.6168674698795185,4.0,22,2.861573638773396,11636,5,28.03855421686747,23.0,115,18.276419110132142,785.2384088134088,1.0,1.892140744128696,1.6666666666666667,12.0,0.9994570272384672,324.68127459287643,0.6882160902023315,0.7823645170912685,0.7821171283721924,0.8651560544967651,0.02921806860805614
391740,977,4346,1,4.448311156601842,4.0,20,2.246043815493178,25378,5,25.975435005117706,24.0,125,13.31381210112492,1892.3920884670883,1.0,1.9369417486868867,1.75,10.0,0.844296659611805,742.0512629747391,0.6581277251243591,0.7595202282238885,0.758197546005249,0.8644838333129883,0.02997791981090374
391810,48,173,1,3.6041666666666665,3.0,12,2.24783189472664,1058,5,22.041666666666668,19.5,91,16.04774569352255,80.61002886002886,1.0,1.6793756012506014,1.5,3.0,0.5498733283345926,40.315538227558136,0.7882624864578247,0.8399070464074612,0.8423826992511749,0.8885890245437622,0.02292140926222902
391890,79,278,1,3.518987341772152,3.0,13,1.9272722818936776,1655,5,20.949367088607595,19.0,78,11.128502023479857,134.94615384615383,1.0,1.7081791626095422,1.5,6.0,0.8993030567916739,65.15015870332718,0.7702045440673828,0.8246855532066731,0.8250349760055542,0.8805991411209106,0.026713367105547673
391910,268,1262,1,4.708955223880597,4.0,20,3.0692985617090014,8120,6,30.29850746268657,25.5,112,19.945066824853818,495.92604617604616,1.0,1.850470321552411,1.6666666666666667,12.0,1.0088285498381269,226.16809046268463,0.7480937242507935,0.8439107853085247,0.8443015217781067,0.9203550815582277,0.037163534043305
391990,661,2917,1,4.413010590015128,4.0,22,2.910338965191497,18738,6,28.347957639939487,24.0,148,18.045899800517677,1255.6749248171848,1.0,1.8996594929155595,1.5,12.0,1.1603421309746695,548.4417024850845,0.7399869561195374,0.8297151323526241,0.8271141052246094,0.9474570751190186,0.03553291008882399
392010,272,1426,1,5.242647058823529,5.0,37,3.386529258857559,8747,6,32.158088235294116,29.5,147,18.027470039816073,484.79926477426477,1.0,1.7823502381406793,1.5714285714285714,7.0,0.8406987180665125,224.9868881702423,0.7154999375343323,0.827157677096479,0.8299590647220612,0.96296364068985,0.04176906229176498
392020,108,493,1,4.564814814814815,4.0,13,2.6022030499270223,3207,4,29.694444444444443,29.0,75,15.763116972788705,205.30150127650128,1.0,1.9009398266342712,1.8375,4.0,0.6673090229948243,89.78555029630661,0.7214041948318481,0.8313476879287649,0.8341273069381714,0.9174758195877076,0.043850885210414886
392030,18,85,2,4.722222222222222,4.5,10,2.3213980461973533,492,9,27.333333333333332,24.0,50,13.581995002034647,31.266666666666666,1.0,1.737037037037037,1.619047619047619,4.0,0.6413844643378251,14.91527146100998,0.7459485530853271,0.8286261922783322,0.8275096416473389,0.9224003553390504,0.04141908550395432
392043,25,131,1,5.24,6.0,10,2.8472208672083497,847,8,33.88,32.0,77,19.60085032169098,52.06388888888889,1.0,2.0825555555555555,1.8,4.5,0.9284115433508786,20.982912242412567,0.7276238799095154,0.8393164896965026,0.8522491455078125,0.8977081775665283,0.039931942032170126
392049,51,222,1,4.352941176470588,4.0,11,2.2611813674428216,1365,6,26.764705882352942,27.0,74,13.70924977567207,87.03156565656566,1.0,1.7065012873836405,1.4444444444444444,6.5,0.912380339499778,42.829375088214874,0.7403189539909363,0.8397916683963701,0.8435840010643005,0.9307135343551636,0.03829991073238055
392051,23,110,1,4.782608695652174,4.0,11,2.503752125023025,710,7,30.869565217391305,25.0,69,16.46843909318694,44.491847041847045,1.0,1.9344281322542194,1.6666666666666667,4.0,0.6707556590467401,19.873189747333527,0.8279092311859131,0.8640517281449359,0.8568699955940247,0.9593558311462402,0.02972510788425895
392059,9,20,2,2.2222222222222223,2.0,3,0.44095855184409843,141,11,15.666666666666666,13.0,23,4.58257569495584,16.333333333333332,1.0,1.8148148148148147,2.0,2.5,0.5492699981468107,7.586422383785248,0.7933481931686401,0.8429358204205831,0.8552705645561218,0.8785502314567566,0.0307544281999769
392061,11,67,2,6.090909090909091,4.0,17,4.369314487526514,371,9,33.72727272727273,33.0,86,23.229683205291067,17.91783380018674,1.0,1.6288939818351584,1.5555555555555556,2.571428571428572,0.562712269569924,8.866004467010498,0.735442042350769,0.8060004060918634,0.8031272888183594,0.8987271785736084,0.04771954155411146
392062,47,206,1,4.382978723404255,3.0,17,3.193425253135503,1378,5,29.319148936170212,23.0,92,18.73627774153048,88.6373195432019,1.0,1.8859004158128063,1.8333333333333333,4.0,0.6682957867719665,38.4772863984108,0.7139660716056824,0.8186656680512936,0.8230277299880981,0.9063920974731444,0.052990552805083954
