,HS06,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_words,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,GOODS_DESCRIPTION_len_chars,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,subtokenization_indicator,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text,cosine_sim_gd_vs_hs_text
,count,sum,min,mean,median,max,std,sum,min,mean,median,max,std,sum,min,mean,median,max,std,sum,min,mean,median,max,std
HS06,,,,,,,,,,,,,,,,,,,,,,,,,
843910,3,6,2,2.0,2.0,2,0.0,55,18,18.333333333333332,18.0,19,0.5773502691896263,11.0,3.5,3.6666666666666665,3.5,4.0,0.2886751345948129,2.4541744589805603,0.8052071332931519,0.8180581529935201,0.8227529525756836,0.8262143731117249,0.011263076335365572
843920,9,89,3,9.88888888888889,10.0,20,4.594682917363407,566,22,62.888888888888886,63.0,128,29.708771619020386,11.830808080808081,1.1111111111111112,1.3145342312008979,1.3333333333333333,1.55,0.15973769793230166,7.989347457885742,0.7681195139884949,0.8877052730984158,0.8901099562644958,0.936576247215271,0.04973891345866983
843930,19,60,1,3.1578947368421053,3.0,8,1.7721035176289737,427,10,22.473684210526315,18.0,56,11.810392885800162,35.02738095238095,1.125,1.843546365914787,1.5,4.25,0.7792417502343184,14.448864579200745,0.6747924089431763,0.7604665568000392,0.7455140352249146,0.8543747663497925,0.05493759315618825
843991,8,66,2,8.25,7.5,18,5.1199888392735495,400,9,50.0,41.5,104,30.94695923211658,9.871717171717172,1.0,1.2339646464646465,1.2818181818181817,1.5555555555555556,0.21594434030377097,6.827445566654205,0.7349393963813782,0.8534306958317757,0.8594875335693359,0.9445773959159852,0.0803648346686076
843999,33,145,1,4.393939393939394,3.0,13,2.5852876283330875,891,7,27.0,25.0,70,14.073467945037573,47.21291208791209,1.0,1.4306943056943058,1.2307692307692308,4.0,0.5966349371037263,25.972135484218597,0.677470326423645,0.7870344086126848,0.791395902633667,0.9030404686927797,0.05190298719308926
844010,32,136,2,4.25,4.0,11,1.9176598642195934,891,12,27.84375,28.5,61,11.153212686298351,47.11872294372294,1.0,1.472460091991342,1.3875,2.6666666666666665,0.42842241151732874,27.928439915180206,0.8230866193771362,0.8727637473493814,0.8726208806037903,0.9207013249397278,0.022540915148676188
844090,27,95,2,3.5185185185185186,3.0,10,1.6494840771579822,597,10,22.11111111111111,20.0,53,9.287432920695053,42.35,1.0,1.5685185185185186,1.3333333333333333,5.666666666666667,0.9509591798933127,22.49212658405304,0.7703076601028442,0.8330417253352977,0.8337317705154419,0.8931424617767334,0.02810394812942631
844110,74,309,1,4.175675675675675,4.0,11,2.1730485379225533,2127,7,28.743243243243242,26.0,85,15.39886209175354,118.07669552669553,1.0,1.5956310206310207,1.45,4.166666666666667,0.6547431571163304,62.32233738899231,0.73573237657547,0.842193748499896,0.8512489497661591,0.9312773942947388,0.04740796448408502
844120,9,67,3,7.444444444444445,7.0,14,3.8441875315569316,394,18,43.77777777777778,41.0,88,22.134688713520333,10.134615384615385,1.0,1.126068376068376,1.0,1.5,0.19918266587550446,7.674925625324249,0.8214870095252991,0.8527695139249166,0.8517806529998779,0.887546956539154,0.02056462808084314
844130,5,33,2,6.6,4.0,13,4.669047011971501,226,18,45.2,25.0,88,31.633842637276935,7.5115384615384615,1.0,1.5023076923076923,1.4615384615384617,2.0,0.3885719568889054,4.1217875480651855,0.771142840385437,0.8243575096130371,0.7943494319915771,0.962322473526001,0.0781661396925491
844140,5,20,3,4.0,4.0,6,1.224744871391589,131,17,26.2,27.0,35,8.526429498916883,7.666666666666667,1.0,1.5333333333333334,1.75,2.0,0.42736271349860283,4.182330846786499,0.7582502365112305,0.8364661693572998,0.8462591171264648,0.9261237382888794,0.06625071171057603
844180,45,230,1,5.111111111111111,4.0,18,3.8211268103806897,1531,7,34.022222222222226,27.0,134,25.234796402882854,70.61780996780996,1.0,1.5692846659513324,1.5,3.0,0.47294532874831946,37.006659150123596,0.7168821096420288,0.8223702033360799,0.824960470199585,0.8929286003112793,0.0388657506206902
844190,75,351,1,4.68,5.0,10,2.125520603955143,2178,4,29.04,28.0,79,14.94353335691359,118.72539682539683,1.0,1.583005291005291,1.3333333333333333,5.0,0.7660327890120313,61.80849349498749,0.728266716003418,0.8241132465998332,0.822357177734375,0.9212419986724854,0.04441064155744682
844230,15,68,2,4.533333333333333,4.0,8,1.8464895909600492,511,13,34.06666666666667,33.0,64,13.013546056028732,30.601190476190478,1.0,2.0400793650793654,1.375,7.0,1.6385795184385803,11.933461964130402,0.739861011505127,0.7955641309420268,0.7948898077011108,0.8599700927734375,0.029734962036116867
844240,4,25,4,6.25,6.0,9,2.217355782608345,196,43,49.0,43.5,66,11.343133018115703,8.869047619047619,1.2857142857142858,2.2172619047619047,1.7916666666666665,4.0,1.2686393741635187,2.9912058115005493,0.7243853211402893,0.7478014528751373,0.7372065484523773,0.7924073934555054,0.03137290488844687
844250,181,743,1,4.104972375690608,4.0,18,2.2022785231839106,5258,7,29.049723756906076,28.0,100,16.478024505077435,317.4781746031746,1.0,1.754023064105937,1.5,16.666666666666668,1.3254506827058044,145.15614557266235,0.6913160085678101,0.801967655097582,0.7999372482299805,0.8961132764816284,0.03350879025308538
844311,13,58,3,4.461538461538462,5.0,7,1.126601424298216,463,19,35.61538461538461,33.0,55,10.973744890559326,29.626190476190477,1.0,2.278937728937729,1.6,4.666666666666667,1.240945987781016,10.971762835979462,0.8135579824447632,0.8439817566138047,0.8453280925750732,0.8805921077728271,0.01880519706455195
844312,8,25,2,3.125,3.0,7,1.6420805617960927,170,12,21.25,18.0,49,11.756457192295889,16.0,1.0,2.0,1.8333333333333335,3.5,0.8864052604279182,6.717248976230621,0.8201123476028442,0.8396561220288277,0.8303446173667908,0.9097212553024292,0.02905540279205971
844313,33,165,1,5.0,4.0,15,3.5266839949164708,1209,10,36.63636363636363,28.0,120,27.541807064236657,57.97894882894883,1.0,1.7569378433014797,1.5,4.0,0.8323581155291125,27.558107256889343,0.7826693058013916,0.8350941592996771,0.8411545753479004,0.8802403807640076,0.025784350848710925
844314,4,33,5,8.25,7.5,13,3.4034296427770228,229,40,57.25,45.5,98,27.31757675929547,5.030769230769231,1.0,1.2576923076923077,1.1153846153846154,1.8,0.3775504982094778,3.3733670711517334,0.8334336280822754,0.8433417677879333,0.843492180109024,0.8529490828514099,0.007970726925290272
844315,1,3,3,3.0,3.0,3,,25,25,25.0,25.0,25,,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,,0.7711602449417114,0.7711602449417114,0.7711602449417114,0.7711602449417114,0.7711602449417114,
844316,17,99,3,5.823529411764706,6.0,9,2.377900705392444,765,20,45.0,41.0,77,18.957188610128878,28.113492063492064,1.0,1.6537348272642391,1.3333333333333333,3.5,0.7343883337191871,14.225609123706818,0.7880538105964661,0.8368005366886363,0.8386138677597046,0.8642953038215637,0.024711630881746344
844317,3,21,4,7.0,6.0,11,3.605551275463989,140,20,46.666666666666664,54.0,66,23.86070689089771,4.28030303030303,1.25,1.4267676767676767,1.3636363636363635,1.6666666666666667,0.21538790541959585,2.540244460105896,0.812267541885376,0.846748153368632,0.8468308448791504,0.8811460733413696,0.03443934018383643
844319,82,353,1,4.304878048780488,4.0,12,2.3969580742340177,2393,5,29.182926829268293,24.0,96,17.772310304238317,140.96248196248197,1.0,1.7190546580790484,1.5,6.5,0.9224710021432762,66.85582482814789,0.727030336856842,0.8153149369286328,0.8158188462257385,0.933177411556244,0.03621886595647358
844331,154,751,1,4.876623376623376,5.0,18,2.5828188534577414,5019,6,32.59090909090909,32.0,108,15.72376480237188,355.2644724556489,1.0,2.306912158802915,2.0,6.0,1.0285455060983726,127.36576932668686,0.7576395869255066,0.8270504501732913,0.8273151516914368,0.8929038047790527,0.021770174044287823
844332,322,1410,1,4.37888198757764,4.0,19,2.454429778468219,9213,5,28.611801242236027,25.0,107,17.198354912569116,633.3422218132745,1.0,1.9669013099791133,1.75,12.0,1.0933668726881942,269.68243449926376,0.7618733644485474,0.8375230885070303,0.8385596871376038,0.9093316793441772,0.021530500743484404
844339,124,568,1,4.580645161290323,4.0,17,2.7411254415064548,3632,10,29.29032258064516,23.5,104,16.60432610567352,217.44862996480643,1.0,1.7536179835871486,1.5634920634920635,6.666666666666667,0.8715039793477214,99.2297620177269,0.7520791292190552,0.8002400162719912,0.7993977069854736,0.8981735706329346,0.02702573790810316
844391,135,614,1,4.548148148148148,4.0,13,2.2911853105198774,4151,4,30.748148148148147,27.0,87,16.80872131414803,258.3071761571762,1.0,1.9133864900531568,1.5,7.5,1.2880536614072535,108.67129826545715,0.685034453868866,0.8049725797441271,0.8029791116714478,0.9380311369895936,0.04122478643024902
844399,893,3559,1,3.9854423292273236,4.0,15,2.0114054693664483,22810,4,25.543113101903696,23.0,99,12.953157680086182,1721.2580502830504,1.0,1.9275006162184214,1.6,18.0,1.2570779226126563,730.6402125358582,0.7248762845993042,0.8181861282596395,0.8176017999649048,0.9179635047912598,0.02755968666000257
844400,4,27,2,6.75,2.5,20,8.845903006477066,156,9,39.0,18.5,110,47.63052242697603,4.4,1.0,1.1,1.0,1.4,0.19999999999999996,0.0,,,,,
844511,1,5,5,5.0,5.0,5,,39,39,39.0,39.0,39,,1.4,1.4,1.4,1.4,1.4,,0.8045802116394043,0.8045802116394043,0.8045802116394043,0.8045802116394043,0.8045802116394043,
844519,15,113,3,7.533333333333333,7.0,16,3.4198301266639097,746,19,49.733333333333334,52.0,108,22.004761389515764,21.09246031746032,1.0,1.4061640211640212,1.3333333333333333,2.6666666666666665,0.43819825441287186,12.5995614528656,0.7672984600067139,0.8399707635243734,0.8444646596908569,0.8786792755126953,0.03285389789463731
844520,1,6,6,6.0,6.0,6,,42,42,42.0,42.0,42,,1.0,1.0,1.0,1.0,1.0,,0.8358827233314514,0.8358827233314514,0.8358827233314514,0.8358827233314514,0.8358827233314514,
844530,1,3,3,3.0,3.0,3,,18,18,18.0,18.0,18,,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,,0.7723135352134705,0.7723135352134705,0.7723135352134705,0.7723135352134705,0.7723135352134705,
844540,3,8,2,2.6666666666666665,2.0,4,1.1547005383792515,59,15,19.666666666666668,20.0,24,4.509249752822894,5.75,1.0,1.9166666666666667,1.25,3.5,1.3768926368215255,2.4268690943717957,0.7585343718528748,0.8089563647905985,0.8334754705429077,0.8348592519760132,0.04367220788582313
844590,5,17,2,3.4,3.0,7,2.073644135332772,110,12,22.0,19.0,43,12.144957801491119,5.976190476190476,1.0,1.1952380952380952,1.1428571428571428,1.5,0.21847751898960882,4.0099000334739685,0.7486616373062134,0.8019800066947937,0.815191388130188,0.8517341613769531,0.04464460471132939
844621,1,2,2,2.0,2.0,2,,13,13,13.0,13.0,13,,1.5,1.5,1.5,1.5,1.5,,0.9032681584358216,0.9032681584358216,0.9032681584358216,0.9032681584358216,0.9032681584358216,
844629,5,27,2,5.4,5.0,10,2.9664793948382653,175,7,35.0,35.0,66,21.575449010391416,5.883333333333333,1.0,1.1766666666666665,1.2,1.3333333333333333,0.12995725793078614,4.508397579193115,0.8165287375450134,0.901679515838623,0.9182364344596864,0.9349055290222168,0.04833390651871365
844630,1,11,11,11.0,11.0,11,,66,66,66.0,66.0,66,,1.2727272727272727,1.2727272727272727,1.2727272727272727,1.2727272727272727,1.2727272727272727,,0.9067947268486024,0.9067947268486024,0.9067947268486024,0.9067947268486024,0.9067947268486024,
844711,3,8,2,2.6666666666666665,3.0,3,0.5773502691896258,55,13,18.333333333333332,21.0,21,4.618802153517007,3.0,1.0,1.0,1.0,1.0,0.0,2.530793249607086,0.801410973072052,0.8435977498690287,0.8383346199989319,0.8910476565361023,0.0450495189500478
844712,4,12,2,3.0,2.5,5,1.4142135623730951,93,13,23.25,22.0,36,10.04572877727976,6.1,1.0,1.525,1.3,2.5,0.7088723439378913,3.488737642765045,0.8264273405075073,0.8721844106912613,0.8810491859912872,0.9002119302749634,0.03304463526848557
844720,4,15,2,3.75,4.0,5,1.5,128,16,32.0,32.0,48,14.259499757471625,6.0,1.0,1.5,1.5,2.0,0.5773502691896257,3.3266343474388123,0.8089660406112671,0.8316585868597031,0.8275829553604126,0.86250239610672,0.02524109130672551
844790,16,78,2,4.875,4.5,9,2.1563858652847823,627,18,39.1875,34.5,79,19.37427417995317,21.436904761904763,1.0,1.3398065476190477,1.1625,2.0,0.402112235047418,13.56726336479187,0.7463331818580627,0.8479539602994919,0.8434688150882721,0.9398537874221802,0.046309136475665896
844811,3,5,1,1.6666666666666667,1.0,3,1.1547005383792517,40,8,13.333333333333334,15.0,17,4.725815626252608,5.333333333333333,1.0,1.7777777777777777,1.3333333333333333,3.0,1.0715167512214394,2.326672375202179,0.7484742403030396,0.7755574584007263,0.7720698714256287,0.8061282634735107,0.028984807125750557
844819,7,23,2,3.2857142857142856,3.0,6,1.4960264830861911,147,10,21.0,22.0,32,7.745966692414834,11.583333333333332,1.0,1.6547619047619047,1.8333333333333333,2.5,0.6462652165780935,5.717038214206696,0.7625806331634521,0.8167197448866708,0.8156489133834839,0.85543292760849,0.033046522771012186
844820,225,645,1,2.8666666666666667,2.0,12,1.4729707590929482,3748,3,16.657777777777778,14.0,68,8.617530121608246,342.25714285714287,1.0,1.5211428571428571,1.5,5.0,0.6231981669895588,171.70004999637604,0.6881674528121948,0.7631113333172268,0.7594800591468811,0.8799682259559631,0.03387131254463189
844831,3,17,5,5.666666666666667,5.0,7,1.1547005383792517,103,30,34.333333333333336,31.0,42,6.658328118479393,4.4,1.2,1.4666666666666668,1.2,2.0,0.4618802153517007,2.444182515144348,0.8051430583000183,0.8147275050481161,0.8129372596740723,0.8261021971702576,0.010593635325985007
844832,146,950,1,6.506849315068493,6.5,14,2.882160529024796,6379,6,43.69178082191781,42.0,94,22.77281048743122,220.71601454101454,1.0,1.5117535242535243,1.3693181818181817,5.333333333333333,0.5774481147202484,120.4805223941803,0.7270135879516602,0.8252090574943856,0.8407301902770996,0.9206283688545228,0.04227078404699262
844833,14,61,1,4.357142857142857,3.0,14,3.6078364037860022,422,7,30.142857142857142,21.0,88,23.445049150520664,31.92857142857143,1.0,2.2806122448979593,1.7619047619047619,7.0,1.5838993059181607,11.526374280452728,0.7572647333145142,0.8233124486037663,0.8086704909801483,0.9269852638244628,0.05248178603444447
844839,69,348,1,5.043478260869565,5.0,14,2.7516560928279055,2271,9,32.91304347826087,32.0,84,15.474589351611986,141.12687035187034,1.0,2.0453169616213094,1.5,7.5,1.4757709085154704,56.32193583250046,0.7502655982971191,0.8162599396014559,0.8151082992553711,0.8954976797103882,0.03659190127638816
844842,1,1,1,1.0,1.0,1,,14,14,14.0,14.0,14,,3.0,3.0,3.0,3.0,3.0,,0.7588363885879517,0.7588363885879517,0.7588363885879517,0.7588363885879517,0.7588363885879517,
844849,166,891,1,5.367469879518072,4.0,17,3.422372327431969,5367,9,32.33132530120482,26.0,91,19.011444258087977,326.3485485103132,1.0,1.9659551115079108,1.6666666666666667,8.0,1.0644975690703025,134.9029603600502,0.7323037385940552,0.8126684359039169,0.8092940151691437,0.9249582290649414,0.03653499659746308
844851,11,35,1,3.1818181818181817,2.0,12,3.1246818019818217,239,4,21.727272727272727,18.0,61,17.193550587885618,21.916666666666668,1.0,1.9924242424242424,1.4166666666666667,4.0,1.2306584424689906,8.444430351257324,0.6871302127838135,0.7676754864779386,0.7654299139976501,0.8343824148178101,0.051690878398675505
844859,55,191,1,3.4727272727272727,3.0,10,1.8939919184635892,1228,4,22.327272727272728,21.0,45,10.2651054827698,101.62222222222222,1.0,1.8476767676767676,1.5555555555555556,5.0,0.912265084548808,44.225787699222565,0.7233964800834656,0.8041052308949557,0.8050193786621094,0.8919058442115784,0.04043132445927417
844900,15,81,2,5.4,5.0,13,2.84855853271189,546,10,36.4,30.0,75,17.719238938832234,22.20787545787546,1.0,1.4805250305250306,1.5,2.7142857142857144,0.48578597412439517,0.0,,,,,
845011,80,352,1,4.4,4.0,15,2.2591585753006433,2220,9,27.75,25.0,99,13.141392716590031,138.3068181818182,1.0,1.7288352272727274,1.6666666666666667,7.0,0.8417943253399318,68.0752312541008,0.7529996633529663,0.85094039067626,0.8598064184188843,0.922417163848877,0.035072795834636815
845012,16,57,2,3.5625,3.0,6,1.2093386622447824,392,9,24.5,23.5,50,9.825137827701623,23.366666666666667,1.0,1.4604166666666667,1.3333333333333333,3.5,0.6186566989139544,13.667230188846588,0.7974605560302734,0.8542018868029118,0.8608222603797913,0.9208375215530396,0.034766301231809016
845019,16,53,1,3.3125,3.0,7,1.4476993242152643,355,7,22.1875,20.5,39,7.875859741429292,23.726190476190474,1.0,1.4828869047619047,1.3333333333333333,3.5,0.6568145135254143,13.529347360134125,0.767203152179718,0.8455842100083828,0.8519863486289978,0.8926584124565125,0.028075847286905226
845020,70,331,1,4.728571428571429,4.0,15,2.843357010476686,2252,9,32.17142857142857,27.5,99,19.099261256349738,122.20454545454545,1.0,1.7457792207792207,1.5,7.0,0.8622155575598056,60.08022999763489,0.7514824867248535,0.8582889999662127,0.862305223941803,0.92523193359375,0.032967261503133345
845090,51,201,1,3.9411764705882355,4.0,14,2.556652222777923,1375,6,26.96078431372549,23.0,80,16.804714557901573,94.57619047619048,1.0,1.854435107376284,1.3333333333333333,8.0,1.2946751244677603,43.30931305885315,0.7597393989562988,0.8492022168402579,0.8543809652328491,0.9214798212051392,0.039529524444477854
845110,10,37,1,3.7,3.0,8,2.3118054512532935,235,7,23.5,20.0,46,13.729530217745982,17.058333333333334,1.0,1.7058333333333333,1.8125,2.333333333333333,0.4467656399467589,7.817525863647461,0.7037827968597412,0.7817525863647461,0.780521959066391,0.8299766778945923,0.04070508098263601
845121,3,11,2,3.6666666666666665,2.0,7,2.8867513459481287,71,11,23.666666666666668,14.0,46,19.39931270260195,3.2857142857142856,1.0,1.0952380952380951,1.0,1.2857142857142858,0.16495721976846456,2.4247254133224487,0.788296639919281,0.8082418044408163,0.8049489259719849,0.8314798474311829,0.021779110156566625
845129,10,41,2,4.1,4.0,6,1.3703203194062976,243,16,24.3,24.0,36,7.196449741983119,14.2,1.0,1.42,1.3666666666666667,2.1666666666666665,0.35484303606934936,8.156754612922668,0.7275692224502563,0.8156754612922669,0.8279561102390289,0.8598817586898804,0.03850718241083839
845130,20,83,2,4.15,3.5,9,2.1343062474478063,563,12,28.15,25.5,55,14.087228258248675,29.94642857142857,1.0,1.4973214285714285,1.4166666666666665,3.333333333333333,0.5403878394603632,16.16653347015381,0.7602876424789429,0.8083266735076904,0.8014765977859497,0.9228684306144714,0.035641662256522356
845140,13,70,2,5.384615384615385,5.0,13,3.0424349222966556,494,18,38.0,32.0,84,20.473560185435915,19.408791208791207,1.0,1.4929839391377853,1.5,2.0,0.30205243464676246,10.629119515419006,0.7408827543258667,0.8176245781091543,0.8232326507568359,0.893312394618988,0.04337285410405898
845150,13,49,2,3.769230769230769,3.0,9,2.006400016357911,347,10,26.692307692307693,24.0,68,15.750050874968709,14.083333333333334,1.0,1.0833333333333335,1.0,1.5,0.16666666666666666,10.43541669845581,0.7035098075866699,0.8027243614196777,0.8183455467224121,0.8430549502372742,0.042195568366106447
845180,26,146,2,5.615384615384615,5.0,14,3.275080738875585,1030,9,39.61538461538461,33.5,100,24.811411766486682,43.25528083028083,1.0,1.6636646473184935,1.6111111111111112,3.0,0.5437781524656784,20.57573902606964,0.7355232238769531,0.7913745779257554,0.7841298878192902,0.8565559387207031,0.03323930235547935
845190,44,203,1,4.613636363636363,4.0,12,2.526288840681902,1291,9,29.34090909090909,25.5,80,14.585662252375808,82.54960317460318,1.0,1.876127344877345,1.5,11.0,1.53049713865672,34.509669840335846,0.6774264574050903,0.784310678189451,0.7779599130153656,0.9071521759033204,0.053701183863501915
845210,106,453,2,4.273584905660377,4.0,12,2.0402288334209904,3140,14,29.62264150943396,25.5,80,13.131171804373551,143.48030303030302,1.0,1.353587764436821,1.25,2.75,0.41500508805034847,91.63486385345459,0.7563304901123047,0.8644798476740999,0.8708815574645996,0.9294103384017944,0.031415427280318826
845221,12,57,3,4.75,4.5,8,1.864744681524183,365,17,30.416666666666668,29.5,56,11.88932548995361,17.082142857142856,1.0,1.4235119047619047,1.3333333333333333,3.25,0.6024400080987903,10.420705795288086,0.838275134563446,0.8683921496073405,0.8757434785366058,0.8917930722236633,0.01868920965199348
845229,99,589,1,5.94949494949495,5.0,22,3.745401908554927,4281,10,43.24242424242424,35.0,149,27.669732564402008,156.8391585023164,1.0,1.584233924265822,1.5,3.5,0.5594263573638509,85.79813092947006,0.7700755596160889,0.8666477871663643,0.8735805749893188,0.9194132089614868,0.03263045959829566
845230,31,133,1,4.290322580645161,3.0,14,2.900500512981587,899,5,29.0,24.0,100,22.09524835796149,47.993650793650794,1.0,1.5481822836661547,1.5,3.5,0.6614285966185681,26.454856991767883,0.7754113674163818,0.8533824836054156,0.8593214750289917,0.9322634935379028,0.04261807484797855
845290,129,666,1,5.162790697674419,4.0,18,3.16916466141518,4010,6,31.085271317829456,28.0,101,17.172848758902063,179.38268675768677,1.0,1.390563463237882,1.3333333333333333,4.0,0.47410692094243106,106.63733923435211,0.73483806848526,0.8266460405763729,0.8247112035751343,0.939480185508728,0.04443018430778521
845310,3,18,3,6.0,7.0,8,2.6457513110645907,111,15,37.0,48.0,48,19.05255888325765,4.2976190476190474,1.25,1.4325396825396826,1.3333333333333333,1.7142857142857142,0.24753127259921742,2.1849434971809387,0.698725700378418,0.7283144990603129,0.7139810919761658,0.772236704826355,0.03879499790844256
845320,12,53,2,4.416666666666667,3.5,9,2.1933093855190746,370,12,30.833333333333332,22.5,67,16.889121476335713,15.516666666666666,1.0,1.2930555555555554,1.3333333333333333,1.8333333333333333,0.26642586981699823,8.409768104553223,0.6092705726623535,0.7008140087127686,0.7025128602981567,0.7677786946296692,0.051749367653578064
845380,13,69,2,5.3076923076923075,3.0,19,4.871423737550371,485,13,37.30769230769231,25.0,113,31.61851940288744,22.970437457279562,1.0,1.7669567274830433,1.5,3.4285714285714284,0.7673520040456815,9.086920440196991,0.6392616629600525,0.6989938800151532,0.6986250281333923,0.7775830626487732,0.03632127488997649
845390,12,55,2,4.583333333333333,4.0,15,3.579190699111471,398,11,33.166666666666664,31.5,98,23.96904569471116,17.6,1.0,1.4666666666666668,1.5,2.0,0.3366501646120692,8.320188045501709,0.5669174194335938,0.6933490037918091,0.7096112072467804,0.8152313232421875,0.06378927317682848
845410,19,103,1,5.421052631578948,3.0,14,4.879842773806962,675,9,35.526315789473685,23.0,78,24.925151110770358,39.252747252747255,1.2857142857142858,2.065934065934066,1.6666666666666667,5.0,0.8900318468728505,15.761601209640503,0.78092360496521,0.8295579584021318,0.8258609175682068,0.8772693276405334,0.024057705604783663
845420,20,134,2,6.7,4.0,24,6.1224350160957846,737,10,36.85,29.5,111,26.147909245190846,46.08304473304473,1.318181818181818,2.3041522366522367,2.125,4.75,0.7909850691634233,17.172953605651855,0.7739080190658569,0.8586476802825928,0.8563965857028961,0.929835557937622,0.04833371061982904
845430,9,48,1,5.333333333333333,3.0,21,6.103277807866851,362,11,40.22222222222222,26.0,142,39.811360745953465,14.333333333333334,1.0,1.5925925925925926,1.3333333333333333,3.0,0.6775728287583592,7.500949800014496,0.7309954762458801,0.8334388666682773,0.8288467526435852,0.9121443033218384,0.04787075412163307
845490,22,123,1,5.590909090909091,5.0,18,4.007838639812058,749,7,34.04545454545455,32.5,84,20.511268152216264,36.175036075036076,1.0,1.644319821592549,1.5,2.6,0.5078131595664576,18.383900463581085,0.7479228973388672,0.8356318392536857,0.8428704142570496,0.9164156913757324,0.047428222383431855
845510,9,35,2,3.888888888888889,3.0,6,1.6914819275153699,196,9,21.77777777777778,20.0,33,7.31057073315377,10.0,1.0,1.1111111111111112,1.0,1.5,0.1666666666666666,8.025776386260986,0.8213489055633545,0.8917529318067763,0.9029584527015686,0.9166958928108216,0.02901562141528274
845521,1,4,4,4.0,4.0,4,,24,24,24.0,24.0,24,,1.0,1.0,1.0,1.0,1.0,,0.8689507842063904,0.8689507842063904,0.8689507842063904,0.8689507842063904,0.8689507842063904,
845522,9,57,3,6.333333333333333,6.0,13,2.958039891549808,370,16,41.111111111111114,36.0,79,19.20575723868005,11.887820512820513,1.0,1.3208689458689458,1.1666666666666667,2.25,0.43791495667255087,7.871398329734802,0.8597200512886047,0.874599814414978,0.8779823780059814,0.8929506540298462,0.011313992224250339
845530,77,780,2,10.12987012987013,8.0,33,7.073580663565268,4076,11,52.935064935064936,37.0,150,37.81754593555528,122.62233725582871,1.0,1.592497886439334,1.5151515151515151,4.0,0.4916754782142264,68.16861909627914,0.8126043081283569,0.8853067415101188,0.8823064565658569,0.9351004362106324,0.02399554034892144
845590,117,762,1,6.512820512820513,5.0,27,5.240122702918754,4740,7,40.51282051282051,30.0,150,31.122011111057994,253.8396936718676,1.0,2.1695700313834836,2.0,6.0,1.0659130348154375,100.91651350259781,0.7822869420051575,0.8625343034410069,0.862935483455658,0.9380748867988586,0.02877789891038548
845611,13,68,2,5.230769230769231,5.0,11,2.5217006878244606,451,13,34.69230769230769,33.0,69,16.285907074239656,16.498160173160173,1.0,1.269089244089244,1.1666666666666667,2.0,0.3195414194407546,11.599504590034485,0.8589701056480408,0.8922695838488065,0.8989746570587158,0.9184257388114928,0.017359419532627093
845612,1,7,7,7.0,7.0,7,,42,42,42.0,42.0,42,,1.0,1.0,1.0,1.0,1.0,,0.9116325378417968,0.9116325378417968,0.9116325378417968,0.9116325378417968,0.9116325378417968,
845620,4,17,3,4.25,4.5,5,0.9574271077563381,112,21,28.0,29.0,33,5.033222956847167,6.6,1.0,1.65,1.8,2.0,0.4725815626252608,3.50152188539505,0.858484148979187,0.8753804713487625,0.8760625123977661,0.8909127116203308,0.014260648011306734
845630,6,32,2,5.333333333333333,4.5,11,3.265986323710904,208,10,34.666666666666664,31.0,64,22.535897290027453,6.991341991341992,1.0,1.1652236652236654,1.0714285714285714,1.6666666666666667,0.25850234105313985,5.0614306926727295,0.7615851163864136,0.8435717821121216,0.8643848598003387,0.899107813835144,0.054409876106089654
845640,9,39,2,4.333333333333333,4.0,8,1.8027756377319946,290,16,32.22222222222222,26.0,62,16.122792699915372,12.325,1.0,1.3694444444444445,1.25,2.1666666666666665,0.4219662967057387,8.02360612154007,0.8715314269065857,0.8915117912822299,0.8908824920654297,0.9133901596069336,0.014555231205991859
845650,4,11,2,2.75,2.5,4,0.9574271077563381,74,9,18.5,17.0,31,9.291573243177568,6.5,1.0,1.625,1.25,3.0,0.9464847243000456,3.371483087539673,0.8069332242012024,0.8428707718849182,0.8477323353290558,0.8690851926803589,0.029723742490983026
845690,10,31,2,3.1,3.0,5,1.1005049346146119,213,11,21.3,21.0,34,7.288499312082167,13.916666666666668,1.0,1.3916666666666668,1.125,2.25,0.4828062259870432,8.633616864681244,0.7878813147544861,0.8633616864681244,0.8672501444816589,0.9196611642837524,0.03383695811440036
845710,4,7,1,1.75,1.5,3,0.9574271077563381,49,6,12.25,12.0,19,5.560275772537426,5.333333333333333,1.0,1.3333333333333333,1.1666666666666665,2.0,0.4714045207910317,3.3907591700553894,0.8205134868621826,0.8476897925138474,0.8383945524692535,0.8934565782546997,0.03272159830454049
